Date,sentiment,tweet_cnt
2022-10-11,0.1760555012040939,1
2022-10-12,0.1719817332721349,2
2022-10-13,0.17292760054719564,1
2022-10-14,0.18131330635926407,1
2022-10-15,0.18166837819407114,1
2022-11-07,0.178380411311054,1
2022-11-08,0.08464741605144081,1
2022-11-09,0.11316030013100957,1
2022-11-10,0.16678395491338224,1
2022-11-11,0.12456819646547498,2
2022-11-13,0.12046811997526284,1
2022-11-14,0.14852268638965288,1
2022-11-15,0.12936324163286003,1
2022-11-16,0.3277839037479357,2
2022-11-20,0.10090328573886118,1
2022-11-21,0.12643439171122994,1
2022-12-24,0.21568014195838037,1
2022-12-25,0.1750337524464741,1
2022-12-26,0.12557641025641025,1
2022-12-27,0.1679372711303299,2
2023-01-06,0.18273787156796006,1
2023-01-07,0.1582181594119977,1
2023-01-08,0.14708429442100326,1
2023-01-09,0.1568885396534771,1
2023-02-25,0.14607592756183743,1
2023-02-26,0.18449788587297322,1
2023-02-27,0.1503255542509842,1
2023-02-28,0.14915026052267363,1
2023-03-01,0.17246290836912664,1
2023-03-02,0.14481950589450943,1
2023-03-03,0.1239462229034377,1
2023-03-04,0.15244353639100408,1
2023-03-05,0.1465861888841281,2
